0.42349E-03 0.12603E-01 0.22089E-01 0.45340E-01 0.56795E-02
0.17970E-08 0.12179E-06 0.77499E-06 0.74076E-05 0.90272E-05
0.12393E-04 0.87854E-04 0.28485E-03 0.76984E-03 0.14942E-02
0.58738E-03 0.17487E-01 0.30659E-01 0.63031E-01 0.79149E-02
0.66491E-08 0.45070E-06 0.28680E-05 0.27420E-04 0.33395E-04
0.23839E-04 0.16898E-03 0.54785E-03 0.14804E-02 0.28732E-02
0.81476E-03 0.24273E-01 0.42586E-01 0.87821E-01 0.11100E-01
0.24603E-07 0.16681E-05 0.10615E-04 0.10153E-03 0.12351E-03
0.45855E-04 0.32500E-03 0.10536E-02 0.28464E-02 0.55234E-02
0.11303E-02 0.33719E-01 0.59240E-01 0.12289E+00 0.15797E-01
0.91040E-07 0.61757E-05 0.39302E-04 0.37604E-03 0.45650E-03
0.88204E-04 0.62503E-03 0.20256E-02 0.54714E-02 0.10613E-01
0.15685E-02 0.46914E-01 0.82648E-01 0.17340E+00 0.23264E-01
0.33691E-06 0.22876E-04 0.14558E-03 0.13927E-02 0.16836E-02
0.16966E-03 0.12018E-02 0.38932E-02 0.10515E-01 0.20382E-01
0.21778E-02 0.65474E-01 0.11599E+00 0.24856E+00 0.36855E-01
0.12470E-05 0.84815E-04 0.53959E-03 0.51486E-02 0.61651E-02
0.32633E-03 0.23100E-02 0.74786E-02 0.20220E-01 0.39145E-01
0.30279E-02 0.91938E-01 0.16474E+00 0.36640E+00 0.66327E-01
0.46169E-05 0.31500E-03 0.20013E-02 0.18862E-01 0.21996E-01
0.62763E-03 0.44380E-02 0.14357E-01 0.39012E-01 0.75473E-01
0.42223E-02 0.13069E+00 0.23956E+00 0.56382E+00 0.13684E+00
0.17104E-04 0.11732E-02 0.74137E-02 0.66844E-01 0.71866E-01
0.12070E-02 0.85199E-02 0.27566E-01 0.76210E-01 0.14815E+00
0.59281E-02 0.19034E+00 0.36394E+00 0.90684E+00 0.29200E+00
0.63437E-04 0.43882E-02 0.27173E-01 0.21372E+00 0.19606E+00
0.23208E-02 0.16345E-01 0.53157E-01 0.15414E+00 0.29854E+00
0.84564E-02 0.29036E+00 0.58999E+00 0.14582E+01 0.61231E+00
0.23580E-03 0.16474E-01 0.94691E-01 0.53879E+00 0.46882E+00
0.44609E-02 0.31386E-01 0.10463E+00 0.32518E+00 0.52452E+00
0.12515E-01 0.47903E+00 0.10003E+01 0.21679E+01 0.11159E+01
0.88009E-03 0.61298E-01 0.28063E+00 0.10179E+01 0.91119E+00
0.85695E-02 0.60766E-01 0.21776E+00 0.57420E+00 0.71145E+00
0.20079E-01 0.86568E+00 0.16430E+01 0.27142E+01 0.17539E+01
0.33100E-02 0.21228E+00 0.65406E+00 0.14495E+01 0.14689E+01
0.16449E-01 0.12134E+00 0.42061E+00 0.69510E+00 0.79546E+00
0.37614E-01 0.15730E+01 0.23018E+01 0.29064E+01 0.22366E+01
0.12617E-01 0.58227E+00 0.11017E+01 0.15759E+01 0.18530E+01
0.31561E-01 0.25126E+00 0.61928E+00 0.77686E+00 0.84908E+00
0.88632E-01 0.24226E+01 0.27509E+01 0.26790E+01 0.22681E+01
0.49029E-01 0.11239E+01 0.14185E+01 0.13453E+01 0.17691E+01
0.60763E-01 0.43934E+00 0.74576E+00 0.81631E+00 0.85321E+00
0.26169E+00 0.30602E+01 0.27867E+01 0.24279E+01 0.23594E+01
0.19152E+00 0.16025E+01 0.14026E+01 0.11532E+01 0.17203E+01
0.11983E+00 0.59854E+00 0.81072E+00 0.84941E+00 0.85056E+00
0.89329E+00 0.31375E+01 0.25843E+01 0.24154E+01 0.27364E+01
0.73369E+00 0.16576E+01 0.12239E+01 0.12193E+01 0.19796E+01
0.24553E+00 0.68891E+00 0.85180E+00 0.88992E+00 0.91777E+00
0.24451E+01 0.28524E+01 0.24802E+01 0.23266E+01 0.24347E+01
0.20916E+01 0.14296E+01 0.11929E+01 0.11993E+01 0.15722E+01
0.48751E+00 0.74986E+00 0.89001E+00 0.89903E+00 0.92703E+00
0.38707E+01 0.25958E+01 0.23900E+01 0.22754E+01 0.21680E+01
0.34245E+01 0.12795E+01 0.11846E+01 0.12036E+01 0.12149E+01
0.43716E+00 0.79324E+00 0.90703E+00 0.90729E+00 0.93404E+00
0.37634E+01 0.25242E+01 0.23201E+01 0.22260E+01 0.22236E+01
0.31326E+01 0.13101E+01 0.11851E+01 0.12010E+01 0.12122E+01
0.48133E+00 0.83699E+00 0.91621E+00 0.91158E+00 0.95713E+00
0.25827E+01 0.24207E+01 0.22618E+01 0.21853E+01 0.21472E+01
0.15869E+01 0.12849E+01 0.11841E+01 0.11976E+01 0.11171E+01
0.34703E+00 0.85113E+00 0.92171E+00 0.91421E+00 0.96893E+00
