0.47489E-02 0.10627E-01 0.44791E-02 0.88731E-02 0.49571E-01 0.34703E+00 0.18042E+01
0.18628E-03 0.58036E-03 0.18560E-02 0.63446E-02 0.47191E-01 0.33200E+00 0.16906E+01
0.56351E-02 0.10159E-01 0.17726E-01 0.32427E-01 0.84968E-01 0.26688E+00 0.64231E+00
0.71114E-02 0.16389E-01 0.10671E-01 0.27220E-01 0.16564E+00 0.93009E+00 0.30920E+01
0.69014E-03 0.21499E-02 0.68814E-02 0.23464E-01 0.16191E+00 0.90319E+00 0.29206E+01
0.10819E-01 0.19485E-01 0.33942E-01 0.62037E-01 0.16653E+00 0.47213E+00 0.74241E+00
0.11709E-01 0.28498E-01 0.31045E-01 0.90630E-01 0.47111E+00 0.19311E+01 0.39870E+01
0.25584E-02 0.79579E-02 0.25406E-01 0.84829E-01 0.46501E+00 0.18902E+01 0.37597E+01
0.20746E-01 0.37318E-01 0.64953E-01 0.11948E+00 0.34439E+00 0.64201E+00 0.77241E+00
0.22804E-01 0.59709E-01 0.10001E+00 0.28598E+00 0.12303E+01 0.31443E+01 0.34345E+01
0.94792E-02 0.29245E-01 0.91286E-01 0.27673E+00 0.12197E+01 0.30860E+01 0.31091E+01
0.39720E-01 0.71501E-01 0.12531E+00 0.23903E+00 0.56005E+00 0.71505E+00 0.72204E+00
0.54896E-01 0.15040E+00 0.30613E+00 0.75511E+00 0.24158E+01 0.37675E+01 0.20043E+01
0.34844E-01 0.10364E+00 0.29225E+00 0.73928E+00 0.23991E+01 0.36852E+01 0.15643E+01
0.76110E-01 0.13860E+00 0.25209E+00 0.49390E+00 0.67990E+00 0.74118E+00 0.55378E+00
0.15402E+00 0.39329E+00 0.79868E+00 0.18153E+01 0.35903E+01 0.31217E+01 0.26889E+01
0.12272E+00 0.32000E+00 0.77475E+00 0.17893E+01 0.35654E+01 0.30012E+01 0.21628E+01
0.14794E+00 0.28216E+00 0.51183E+00 0.63542E+00 0.74033E+00 0.64140E+00 0.81008E+00
0.42038E+00 0.94553E+00 0.18407E+01 0.31204E+01 0.37844E+01 0.24136E+01 0.21614E+01
0.37028E+00 0.82409E+00 0.18025E+01 0.30811E+01 0.37485E+01 0.22611E+01 0.15621E+01
0.30371E+00 0.55744E+00 0.64269E+00 0.73200E+00 0.72213E+00 0.63286E+00 0.81773E+00
0.10520E+01 0.19702E+01 0.31345E+01 0.41300E+01 0.26134E+01 0.23142E+01 0.22673E+01
0.96358E+00 0.17850E+01 0.30766E+01 0.40716E+01 0.25635E+01 0.21237E+01 0.15725E+01
0.57037E+00 0.66276E+00 0.73606E+00 0.75928E+00 0.60143E+00 0.69506E+00 0.85399E+00
0.21289E+01 0.32101E+01 0.40583E+01 0.33298E+01 0.24014E+01 0.23793E+01 0.21199E+01
0.19975E+01 0.29425E+01 0.39752E+01 0.32484E+01 0.23278E+01 0.21552E+01 0.13395E+01
0.67125E+00 0.75990E+00 0.76412E+00 0.69471E+00 0.62916E+00 0.77205E+00 0.88678E+00
0.34002E+01 0.38852E+01 0.31940E+01 0.19688E+01 0.23866E+01 0.22428E+01 0.22120E+01
0.32065E+01 0.35230E+01 0.30803E+01 0.18587E+01 0.22928E+01 0.19632E+01 0.13523E+01
0.75603E+00 0.78640E+00 0.69346E+00 0.55201E+00 0.75145E+00 0.79483E+00 0.91913E+00
0.39107E+01 0.30357E+01 0.19787E+01 0.26907E+01 0.22320E+01 0.21741E+01 0.21268E+01
0.36408E+01 0.25615E+01 0.18217E+01 0.25451E+01 0.21154E+01 0.18388E+01 0.12122E+01
0.76933E+00 0.71914E+00 0.57302E+00 0.76808E+00 0.75535E+00 0.81186E+00 0.93333E+00
0.28855E+01 0.20898E+01 0.26994E+01 0.22245E+01 0.22919E+01 0.21380E+01 0.21013E+01
0.25246E+01 0.15057E+01 0.24709E+01 0.20333E+01 0.21404E+01 0.17453E+01 0.11575E+01
0.67941E+00 0.65531E+00 0.76141E+00 0.76238E+00 0.78011E+00 0.83853E+00 0.94464E+00
0.21498E+01 0.26548E+01 0.22676E+01 0.22379E+01 0.21750E+01 0.20820E+01 0.20923E+01
0.16858E+01 0.19904E+01 0.19938E+01 0.20067E+01 0.19826E+01 0.16270E+01 0.11412E+01
0.65492E+00 0.84851E+00 0.78245E+00 0.78997E+00 0.80530E+00 0.85749E+00 0.95065E+00
0.25573E+01 0.22920E+01 0.22898E+01 0.22412E+01 0.21798E+01 0.21242E+01 0.20730E+01
0.19985E+01 0.15876E+01 0.19646E+01 0.19435E+01 0.19370E+01 0.16060E+01 0.11268E+01
0.82035E+00 0.86073E+00 0.80720E+00 0.82147E+00 0.83122E+00 0.88134E+00 0.95259E+00
0.23023E+01 0.22474E+01 0.22068E+01 0.21961E+01 0.21188E+01 0.20825E+01 0.20582E+01
0.16763E+01 0.14884E+01 0.18058E+01 0.18297E+01 0.18132E+01 0.15051E+01 0.11201E+01
0.84299E+00 0.88571E+00 0.83546E+00 0.84383E+00 0.84425E+00 0.89161E+00 0.95311E+00
0.22571E+01 0.21896E+01 0.21810E+01 0.21359E+01 0.21129E+01 0.20705E+01 0.20468E+01
0.15436E+01 0.13884E+01 0.16939E+01 0.16863E+01 0.17250E+01 0.14364E+01 0.11158E+01
0.87339E+00 0.90553E+00 0.86092E+00 0.86280E+00 0.86137E+00 0.90349E+00 0.95324E+00
0.21914E+01 0.21597E+01 0.21343E+01 0.21245E+01 0.20794E+01 0.20551E+01 0.20377E+01
0.13952E+01 0.13168E+01 0.15502E+01 0.15784E+01 0.16017E+01 0.13660E+01 0.11122E+01
0.90119E+00 0.92145E+00 0.88200E+00 0.88294E+00 0.87817E+00 0.91385E+00 0.95327E+00
0.21620E+01 0.21342E+01 0.21023E+01 0.20765E+01 0.20608E+01 0.20434E+01 0.20303E+01
0.12965E+01 0.12575E+01 0.14198E+01 0.14288E+01 0.14828E+01 0.12991E+01 0.11090E+01
0.92280E+00 0.93387E+00 0.90307E+00 0.90085E+00 0.89498E+00 0.92308E+00 0.95326E+00
0.21289E+01 0.21061E+01 0.20789E+01 0.20738E+01 0.20559E+01 0.20377E+01 0.20244E+01
0.12151E+01 0.12012E+01 0.13044E+01 0.13296E+01 0.13764E+01 0.12408E+01 0.11062E+01
0.93787E+00 0.94253E+00 0.92146E+00 0.91943E+00 0.91229E+00 0.93216E+00 0.95323E+00
0.21029E+01 0.20831E+01 0.20732E+01 0.20614E+01 0.20442E+01 0.20305E+01 0.20196E+01
0.11632E+01 0.11587E+01 0.12249E+01 0.12374E+01 0.12735E+01 0.11882E+01 0.11037E+01
0.94721E+00 0.94873E+00 0.93666E+00 0.93385E+00 0.92704E+00 0.93971E+00 0.95319E+00
