.2954858E-02 .6612185E-02 .1330449E-01 .2321835E-01 .1057621E-01
.2124901E-08 .2641653E-07 .7549236E-06 .1428498E-05 .7986124E-05
.1127707E-04 .7052060E-04 .2869127E-03 .6732927E-03 .1535105E-02
.4098418E-02 .9171554E-02 .1847261E-01 .3222620E-01 .1472657E-01
.7862360E-08 .9774052E-07 .2793592E-05 .5282319E-05 .2952350E-04
.2169175E-04 .1356465E-03 .5518208E-03 .1295041E-02 .2951935E-02
.5684896E-02 .1272289E-01 .2567543E-01 .4476082E-01 .2059730E-01
.2909217E-07 .3616332E-06 .1033863E-04 .1952152E-04 .1090485E-03
.4172436E-04 .2609109E-03 .1061210E-02 .2490869E-02 .5675082E-02
.7886432E-02 .1765297E-01 .3576154E-01 .6225828E-01 .2909020E-01
.1076506E-06 .1337985E-05 .3826671E-04 .7205735E-04 .4020312E-03
.8025609E-04 .5018334E-03 .2040455E-02 .4790810E-02 .1090640E-01
.1094308E-01 .2450353E-01 .5001747E-01 .8683407E-01 .4196176E-01
.3983728E-06 .4950076E-05 .1416555E-03 .2653034E-03 .1475929E-02
.1543669E-03 .9651535E-03 .3922179E-02 .9214938E-02 .2095232E-01
.1519132E-01 .3404100E-01 .7053736E-01 .1217555E+00 .6323491E-01
.1474431E-05 .1831153E-04 .5243063E-03 .9714343E-03 .5362738E-02
.2968981E-03 .1855998E-02 .7536269E-02 .1773179E-01 .4026591E-01
.2110764E-01 .4737200E-01 .1011036E+00 .1724116E+00 .1031459E+00
.5458520E-05 .6772200E-04 .1937856E-02 .3512540E-02 .1895730E-01
.5709772E-03 .3568300E-02 .1447633E-01 .3417658E-01 .7769660E-01
.2938003E-01 .6615988E-01 .1494011E+00 .2481934E+00 .1864172E+00
.2021799E-04 .2503097E-03 .7117600E-02 .1232117E-01 .6219583E-01
.1097880E-02 .6857830E-02 .2782989E-01 .6624415E-01 .1524231E+00
.4103902E-01 .9309664E-01 .2322836E+00 .3645625E+00 .3563292E+00
.7495218E-04 .9237740E-03 .2554915E-01 .4005998E-01 .1736947E+00
.2110380E-02 .1317350E-01 .5379636E-01 .1305478E+00 .3079161E+00
.5773204E-01 .1330777E+00 .3846432E+00 .5378503E+00 .6764130E+00
.2782860E-03 .3394782E-02 .8527226E-01 .1096155E+00 .4056301E+00
.4054706E-02 .2529963E-01 .1061118E+00 .2656748E+00 .5667013E+00
.8237872E-01 .1963182E+00 .6603418E+00 .7833719E+00 .1242472E+01
.1035715E-02 .1231539E-01 .2393613E+00 .2414981E+00 .8565606E+00
.7785427E-02 .4867618E-01 .2178925E+00 .5102669E+00 .7224442E+00
.1209056E+00 .3057618E+00 .1113250E+01 .1134293E+01 .2014003E+01
.3866016E-02 .4284383E-01 .5387911E+00 .4715128E+00 .1493747E+01
.1494301E-01 .9463829E-01 .4202316E+00 .7091691E+00 .8194023E+00
.1870653E+00 .5041530E+00 .1750711E+01 .1575979E+01 .2824239E+01
.1443009E-01 .1314812E+00 .1023437E+01 .8036469E+00 .2153917E+01
.2873159E-01 .1904730E+00 .6206045E+00 .8147719E+00 .8705044E+00
.3148045E+00 .8440242E+00 .2459590E+01 .2055810E+01 .3193360E+01
.5279308E-01 .3326427E+00 .1598241E+01 .1184828E+01 .2365284E+01
.5584021E-01 .3821554E+00 .7384364E+00 .8775002E+00 .8915058E+00
.5757441E+00 .1378211E+01 .2973997E+01 .2410246E+01 .2755997E+01
.1749782E+00 .7148868E+00 .2001172E+01 .1452688E+01 .1787381E+01
.1125699E+00 .5802158E+00 .8066480E+00 .9110961E+00 .8843219E+00
.1043244E+01 .2028836E+01 .3051069E+01 .2441074E+01 .2261259E+01
.4508312E+00 .1221344E+01 .1998102E+01 .1413322E+01 .1194043E+01
.2327149E+00 .7321497E+00 .8365424E+00 .9237871E+00 .8907562E+00
.1641964E+01 .2621051E+01 .2699455E+01 .2288545E+01 .2339170E+01
.8696481E+00 .1692397E+01 .1603504E+01 .1213133E+01 .1236475E+01
.3827633E+00 .8154629E+00 .8466155E+00 .9307536E+00 .9423881E+00
.2233508E+01 .2785330E+01 .2370191E+01 .2243348E+01 .2224067E+01
.1312726E+01 .1758056E+01 .1271502E+01 .1149687E+01 .1134181E+01
.5161467E+00 .8531734E+00 .8624086E+00 .9491529E+00 .9595707E+00
.2762466E+01 .2503484E+01 .2342278E+01 .2197052E+01 .2192303E+01
.1695697E+01 .1402659E+01 .1261456E+01 .1112868E+01 .1125958E+01
.6632625E+00 .8550391E+00 .9046752E+00 .9614087E+00 .9661034E+00
.3003871E+01 .2401368E+01 .2281668E+01 .2162501E+01 .2152750E+01
.1894892E+01 .1270313E+01 .1225267E+01 .1101482E+01 .1111454E+01
.7042898E+00 .8961654E+00 .9255307E+00 .9671975E+00 .9694841E+00
.2934525E-02 .6674650E-02 .1336677E-01 .2339466E-01 .1054107E-01
.2127003E-08 .2683465E-07 .7538564E-06 .1438105E-05 .7990545E-05
.1126541E-04 .6990931E-04 .2869108E-03 .6684482E-03 .1535378E-02
.4070216E-02 .9258229E-02 .1855902E-01 .3247165E-01 .1467768E-01
.7870136E-08 .9928795E-07 .2789643E-05 .5317897E-05 .2954004E-04
.2166932E-04 .1344704E-03 .5518171E-03 .1285710E-02 .2952457E-02
.5645778E-02 .1284321E-01 .2579535E-01 .4510372E-01 .2052906E-01
.2912096E-07 .3673613E-06 .1032403E-04 .1965337E-04 .1091110E-03
.4168119E-04 .2586478E-03 .1061203E-02 .2472874E-02 .5676071E-02
.7832168E-02 .1782015E-01 .3592811E-01 .6274059E-01 .2899450E-01
.1077573E-06 .1359197E-05 .3821273E-04 .7254665E-04 .4022720E-03
.8017303E-04 .4974770E-03 .2040439E-02 .4756022E-02 .1090825E-01
.1086779E-01 .2473622E-01 .5024919E-01 .8752125E-01 .4182650E-01
.3987682E-06 .5028691E-05 .1414564E-03 .2671226E-03 .1476885E-02
.1542070E-03 .9567619E-03 .3922141E-02 .9147383E-02 .2095566E-01
.1508683E-01 .3436594E-01 .7086085E-01 .1227583E+00 .6304206E-01
.1475900E-05 .1860331E-04 .5235757E-03 .9782121E-03 .5366705E-02
.2965901E-03 .1839813E-02 .7536172E-02 .1759948E-01 .4027150E-01
.2096252E-01 .4782880E-01 .1015591E+00 .1739375E+00 .1028712E+00
.5463996E-05 .6880786E-04 .1935219E-02 .3537782E-02 .1897422E-01
.5703829E-03 .3537003E-02 .1447604E-01 .3391334E-01 .7770390E-01
.2917823E-01 .6681051E-01 .1500567E+00 .2506659E+00 .1860387E+00
.2023855E-04 .2543706E-03 .7108534E-02 .1241383E-01 .6226007E-01
.1096730E-02 .6797025E-02 .2782887E-01 .6570572E-01 .1524248E+00
.4075783E-01 .9404737E-01 .2332827E+00 .3688277E+00 .3558013E+00
.7503046E-04 .9390890E-03 .2552245E-01 .4037941E-01 .1738309E+00
.2108144E-02 .1305429E-01 .5379199E-01 .1293977E+00 .3079567E+00
.5733883E-01 .1345363E+00 .3863590E+00 .5451026E+00 .6756096E+00
