.1064340E-01 .7421608E-01 .1162911E-02 .2899960E-02 .1651226E-01 .1459846E+00 .6439974E+00
.1739829E-03 .2672873E-03 .6216853E-03 .2689912E-02 .1650623E-01 .1459668E+00 .6439139E+00
.5568114E-02 .8748423E-02 .1594008E-01 .3095049E-01 .7474357E-01 .2577848E+00 .6052211E+00
.1541175E-01 .1041559E+00 .3038820E-02 .9998595E-02 .5545896E-01 .3712391E+00 .1361991E+01
.6445438E-03 .9817980E-03 .2270428E-02 .9695099E-02 .5544986E-01 .3712132E+00 .1361850E+01
.1069317E-01 .1683918E-01 .3061689E-01 .5944247E-01 .1452767E+00 .4685698E+00 .7261304E+00
.2351210E-01 .1476877E+00 .9273541E-02 .3406991E-01 .1602308E+00 .8376468E+00 .2403183E+01
.2388458E-02 .3569272E-02 .8164412E-02 .3362141E-01 .1602168E+00 .8376038E+00 .2402974E+01
.2051433E-01 .3246260E-01 .5883646E-01 .1148006E+00 .2910198E+00 .6597323E+00 .8088419E+00
.3976423E-01 .2129888E+00 .2986878E-01 .1056025E+00 .3960363E+00 .1637019E+01 .3431786E+01
.8834974E-02 .1263246E-01 .2823464E-01 .1049297E+00 .3960153E+00 .1636954E+01 .3431518E+01
.3932252E-01 .6287262E-01 .1136633E+00 .2267426E+00 .5384939E+00 .7653025E+00 .8442379E+00
.7906692E-01 .3136339E+00 .9052333E-01 .2692173E+00 .9050950E+00 .2676582E+01 .3569248E+01
.3227392E-01 .4165264E-01 .8808890E-01 .2682058E+00 .9050626E+00 .2676491E+01 .3568847E+01
.7554904E-01 .1233343E+00 .2241014E+00 .4532681E+00 .7006064E+00 .8311666E+00 .8263168E+00
.1840835E+00 .4642887E+00 .2284083E+00 .6509127E+00 .1752687E+01 .3455445E+01 .2649325E+01
.1112442E+00 .1155380E+00 .2247698E+00 .6493093E+00 .1752636E+01 .3455316E+01 .2648746E+01
.1476694E+00 .2482916E+00 .4482629E+00 .6718715E+00 .7917731E+00 .8511308E+00 .7464127E+00
